19945;99463;1956;26;;
19946;39482;1924;43;;
19947;16173;1952;19;;
19948;72833;1928;22;;
19949;42538;2016;21;;
19950;39231;1924;0;;
19951;30748;1932;0;;
19952;49535;1924;23;;
19953;42654;1992;29;;
19954;17040;1956;23;;
19955;40435;1912;28;;
19956;30327;1952;19;;
19957;6249;1932;56;;
19958;85010;1928;40;;
19959;60655;1992;25;;
19960;53403;1912;40;;
19961;28144;1912;28;;
19962;11402;1952;44;;
19963;50498;1992;50;;
19964;40428;1904;30;;
19965;43322;1980;27;159.0;56.0
19966;84182;1928;24;;
19967;69447;1928;0;;
19968;76760;1948;32;;
19969;3562;1924;23;;
19970;68230;1936;27;;
19971;36617;1952;41;;
19972;31697;1920;26;;
19973;72546;1952;0;;
19974;70379;1996;24;;
19975;61096;1924;0;;
19976;40332;1924;22;;
19977;58452;1920;0;;
19978;83377;1912;0;;
19979;3098;1932;20;;
19980;71900;1956;0;;
19981;11119;1952;19;;
19982;93503;1948;28;;
19983;66369;1904;0;;
19984;74110;1956;23;;
19985;22243;1928;28;;
19986;67929;1936;0;;
19987;83200;1956;27;;
19988;54431;1948;34;;
19989;57842;1972;15;;
19990;4351;1992;16;;
19991;81783;1992;18;;
19992;79532;1908;21;;
19993;93767;1924;20;;
19994;86774;1952;31;;
19995;13554;1924;0;;
19996;74254;1948;32;;
19997;48407;1952;27;;
19998;40227;1952;32;;
19999;55136;1936;30;;
20000;23997;1928;21;;
20001;26851;1912;31;;
20002;44557;1936;18;;
20003;10729;1928;23;;
20004;6906;1992;22;;
20005;61313;1912;26;;
20006;54038;1948;0;;
20007;19676;2000;27;;
20008;9510;1948;36;;
20009;51704;1936;40;;
20010;79378;1936;28;;
20011;6805;1996;18;;
20012;6201;1952;37;;
20013;50595;1956;16;;
20014;22053;1904;31;;
20015;33076;1924;25;;
20016;17841;1984;0;;
20017;20594;1920;51;;
20018;75565;1912;39;;
20019;41383;1912;47;;
20020;56373;1904;0;;
20021;5403;1952;30;;
20022;12092;1952;24;;
20023;85448;1996;28;;
20024;6624;1948;26;;
20025;69729;1920;26;;
20026;3607;1952;21;;
20027;28324;1928;33;;
20028;9409;1936;60;;
20029;7858;1936;17;;
20030;21143;1992;22;;
20031;7756;1928;26;;
20032;99187;1908;18;;
20033;23407;1992;21;;
20034;63509;1936;0;;
20035;32917;1932;0;;
20036;60447;1904;22;;
20037;31845;1996;24;;
20038;97180;1948;0;;
20039;91395;1908;20;;
20040;19907;1932;37;;
20041;9551;1912;38;;
20042;7275;1936;26;;
20043;23980;1932;25;;
20044;67735;1984;25;178.0;70.0
20045;87809;1908;25;;
20046;54939;1992;28;;
20047;78246;1952;23;;
20048;53799;1996;23;;
20049;628;1912;31;;
20050;29205;1948;29;;
20051;6632;1936;21;;
20052;7320;1948;27;;
20053;65518;1928;37;;
20054;73821;1956;31;;
20055;41860;1952;21;;
20056;50876;1932;34;;
20057;30796;1924;31;;
20058;49957;1920;22;;
20059;21634;1932;53;;
20060;79997;1996;20;;
20061;32610;1920;27;;
20062;72226;2012;22;;
20063;78753;1912;0;;
20064;99617;1928;24;;
20065;13475;1924;0;;
20066;3738;1936;24;;
20067;63007;1948;34;;
20068;33132;1928;22;;
20069;22869;1956;0;;
20070;42708;1956;24;;
20071;9023;1956;29;;
20072;89626;1992;0;;
20073;85527;1952;0;;
20074;60127;1964;21;177.0;53.0
20075;67355;1948;28;;
20076;22991;1948;38;;
20077;69393;1976;20;;
20078;65332;1992;18;;
20079;64524;1996;25;;
20080;78720;1924;21;;
20081;22911;1920;0;;
20082;6804;1928;26;;
20083;83261;1948;26;;
20084;25700;1996;20;;
20085;71438;1920;0;;
20086;96043;1948;19;;
20087;85806;1936;30;;
20088;79524;1992;18;;
20089;67057;1996;14;;
20090;8515;1956;24;;
20091;15890;1956;20;;
